Total games played,Session games played,Wins,Loses
185059,55,15,37
185091,32,6,25
185168,77,27,47
185240,72,21,44
185320,80,27,49
185369,49,14,32
185457,88,34,52
185573,116,40,65
185627,54,15,37
185671,44,11,29
185725,54,15,37
185898,173,71,95
185951,53,16,36
186028,77,27,48
186092,64,21,41
186169,77,25,47
186231,62,19,41
186403,172,63,91
186463,60,15,36
186544,81,30,49
186632,88,33,55
186684,52,14,35
186775,91,31,52
186809,34,7,25
186866,57,16,37
186919,53,16,34
186956,37,7,27
187028,72,22,44
187068,40,9,30
187153,85,29,50
187202,49,12,32
187271,69,23,43
187332,61,18,40
187408,76,25,46
187600,192,77,104
187651,51,14,36
187713,62,18,38
187817,104,37,59
187852,35,7,27
188003,151,56,85
188067,64,20,41
188181,114,41,64
188274,93,33,57
188324,50,13,33
188388,64,19,41
188460,72,22,45
188575,115,41,65
188649,74,25,47
188759,110,41,63
188891,132,50,76
188938,47,12,33
188987,49,12,33
189030,43,12,30
189086,56,18,37
189129,43,11,31
189221,92,34,55
189305,84,28,50
189404,99,37,59
189461,57,15,37
189563,102,36,61
189674,111,40,64
189714,40,8,28
189762,48,13,32
189792,30,4,24
189838,46,11,32
189917,79,26,49
190029,112,40,67
190074,45,11,31
190127,53,15,37
190175,48,12,32
190319,144,56,76
190405,86,31,53
190478,73,23,42
190521,43,9,29
190597,76,24,45
190661,64,20,42
190757,96,32,55
190865,108,39,62
190911,46,11,32
190982,71,22,47
191156,174,68,93
191204,48,14,33
191319,115,44,66
191443,124,47,70
191509,66,21,41
191576,67,22,41
191636,60,18,38
191715,79,27,47
191770,55,17,36
191945,175,71,97
192021,76,26,47
192100,79,26,47
192201,101,34,56
192255,54,16,35
192363,108,39,63
192412,49,12,32
192458,46,11,31
192527,69,23,43
192599,72,24,45
192692,93,34,55
192876,184,74,102
192947,71,23,43
193021,74,25,46
193117,96,34,55
193247,130,48,72
193288,41,10,28
193334,46,12,33
193453,119,44,70
193517,64,20,42
193577,60,19,40
193709,132,49,74
193774,65,20,41
193863,89,31,52
193980,117,42,67
194043,63,19,42
194092,49,13,34
194253,161,62,88
194326,73,25,45
194381,55,16,36
194459,78,27,49
194511,52,14,34
194585,74,22,46
194657,72,24,43
194682,25,2,20
194732,50,14,34
194813,81,25,49
194870,57,18,39
194913,43,11,30
195017,104,36,60
195146,129,49,73
195182,36,8,28
195290,108,38,64
195347,57,17,35
195419,72,22,43
195519,100,36,59
195559,40,10,29
195588,29,5,23
195644,56,17,36
195714,70,24,42
195882,168,63,91
195964,82,28,48
196014,50,13,33
196086,72,25,46
196176,90,31,53
196287,111,42,63
196417,130,49,73
196491,74,24,44
196541,50,14,33
196601,60,17,39
196677,76,24,46
196752,75,23,45
196790,38,9,28
196872,82,27,50
196997,125,48,71
197061,64,19,40
197140,79,24,46
197178,38,9,27
197265,87,29,51
197337,72,23,47
197437,100,36,60
197606,169,68,92
197741,135,52,76
197793,52,14,36
197964,171,62,95
198096,132,50,76
198140,44,10,31
198186,46,10,32
198246,60,16,39
198275,29,4,24
198383,108,40,61
198471,88,30,55
198514,43,10,32
198591,77,24,47
198650,59,19,37
198752,102,36,57
198795,43,12,30
198829,34,6,27
199013,184,75,100
199107,94,36,56
199165,58,17,39
199248,83,29,51
199356,108,39,65
199417,61,18,39
199463,46,12,33
199506,43,9,29
199580,74,22,43
199626,46,13,33
199694,68,20,43
199771,77,26,45
199831,60,19,38
199889,58,16,38
199952,63,21,41
199992,40,8,28
200054,62,18,40
200134,80,27,49
200186,52,14,35
200234,48,12,32
200393,159,63,84
200492,99,37,59
200527,35,6,26
200604,77,23,45
200694,90,30,55
200752,58,16,37
200800,48,14,33
200926,126,48,71
200987,61,17,38
201063,76,24,46
201171,108,42,62
201349,178,68,98
201430,81,27,49
201523,93,34,57
201628,105,36,60
201672,44,10,32
201758,86,32,53
201867,109,41,62
201932,65,20,40
201987,55,14,36
202056,69,22,42
202112,56,14,36
202276,164,65,91
202351,75,24,47
202478,127,48,72
202529,51,14,35
202612,83,30,52
202717,105,38,62
202835,118,43,66
202866,31,4,22
202937,71,23,47
202968,31,5,25
203034,66,21,42
203078,44,11,30
203135,57,17,39
203239,104,37,60
203304,65,23,41
203362,58,16,36
203446,84,28,48
203505,59,18,38
203558,53,14,34
203684,126,49,72
203791,107,38,58
203855,64,19,40
203931,76,26,48
204016,85,26,49
204164,148,57,81
204261,97,35,58
204315,54,15,35
204381,66,21,43
204446,65,19,41
204478,32,5,24
204601,123,44,73
204648,47,12,31
204690,42,10,29
204922,232,94,122
205027,105,39,61
205094,67,21,41
205180,86,29,52
205279,99,35,59
205367,88,29,48
205430,63,19,41
205512,82,29,48
205604,92,33,55
205681,77,25,47
205764,83,27,50
205818,54,15,37
205863,45,9,31
205964,101,35,56
206023,59,18,39
206060,37,7,27
206271,211,87,115
206321,50,12,32
206381,60,18,38
206478,97,34,58
206566,88,26,52
206679,113,38,61
206793,114,41,65
206881,88,32,52
206964,83,30,51
207042,78,27,48
207095,53,15,34
207174,79,25,47
207213,39,8,28
207284,71,22,43
207334,50,13,35
207411,77,26,47
207471,60,16,37
207565,94,33,55
207631,66,20,40
207709,78,28,48
207767,58,17,38
207821,54,14,34
207968,147,56,81
208035,67,19,40
208116,81,27,51
208174,58,16,36
208257,83,28,52
208329,72,23,42
208426,97,34,60
208457,31,6,24
208519,62,17,37
208649,130,49,71
208692,43,11,31
208764,72,22,42
208816,52,15,36
208856,40,9,29
208910,54,15,35
208991,81,27,49
209032,41,9,30
209082,50,12,32
209194,112,40,63
209262,68,21,43
209303,41,9,29
209346,43,9,31
209423,77,26,48
209462,39,9,30
209691,229,91,121
209761,70,24,44
209807,46,12,30
209867,60,17,38
209924,57,16,37
210067,143,57,80
210124,57,17,36
210166,42,10,30
210209,43,11,29
210296,87,29,51
210360,64,20,40
210495,135,54,75
210702,207,83,109
210760,58,19,38
210848,88,29,49
210910,62,19,40
210979,69,19,42
211062,83,28,51
211098,36,8,26
211168,70,23,45
211218,50,13,33
211277,59,16,36
211313,36,6,25
211392,79,25,46
211508,116,40,66
211661,153,61,85
211845,184,73,103
211888,43,11,29
211954,66,19,42
211992,38,8,29
212029,37,8,26
212097,68,21,42
212132,35,6,27
212217,85,30,50
212273,56,18,37
212332,59,17,38
212403,71,22,44
212455,52,16,34
212624,169,66,93
212718,94,34,54
212778,60,18,40
212865,87,30,51
212924,59,17,39
212992,68,19,39
213046,54,14,37
213132,86,26,50
213253,121,44,70
213311,58,18,39
213359,48,12,33
213406,47,12,32
213493,87,30,54
213580,87,30,51
213668,88,29,53
213716,48,13,32
213783,67,19,42
213852,69,22,42
213944,92,32,56
213985,41,10,29
214026,41,10,30
214192,166,65,87
214260,68,19,41
214294,34,6,26
214390,96,36,56
214453,63,20,43
214577,124,48,71
214632,55,17,37
214682,50,12,33
214716,34,6,26
214820,104,38,59
214878,58,15,37
215010,132,52,76
215141,131,47,74
215194,53,13,35
215351,157,60,84
215434,83,27,49
215476,42,8,28
215532,56,15,36
215580,48,11,31
215656,76,26,47
215721,65,20,40
215785,64,18,40
215861,76,26,44
215991,130,53,74
216098,107,38,62
216149,51,12,34
216198,49,13,33
216292,94,35,55
216363,71,21,45
216419,56,17,36
216576,157,63,89
216719,143,54,82
216785,66,21,44
216828,43,10,30
216966,138,52,75
217086,120,44,69
217153,67,19,39
217252,99,36,54
217339,87,31,52
217373,34,7,25
217486,113,42,68
217563,77,23,46
217642,79,26,47
217696,54,13,35
217795,99,33,55
217865,70,22,44
217947,82,28,50
218010,63,20,40
218092,82,27,49
218152,60,16,37
218210,58,14,35
218304,94,32,55
218367,63,20,39
218418,51,14,34
218525,107,38,61
218657,132,51,73
218728,71,23,44
218779,51,14,34
218903,124,46,70
218971,68,23,42
219023,52,15,34
219096,73,24,45
219170,74,24,48
219268,98,35,59
219358,90,32,51
219410,52,14,35
219462,52,14,34
219501,39,9,27
219550,49,13,34
219672,122,45,70
219857,185,74,99
219913,56,15,36
219969,56,16,36
220018,49,13,34
220114,96,34,54
220179,65,20,39
220233,54,17,35
220409,176,70,94
220472,63,19,41
220512,40,9,29
220570,58,15,36
220678,108,38,61
220711,33,6,24
220789,78,26,48
220899,110,40,63
220938,39,7,29
221021,83,27,48
221126,105,37,59
221293,167,62,91
221373,80,27,47
221462,89,31,53
221649,187,77,103
221720,71,24,46
221758,38,8,29
221881,123,46,67
221935,54,16,38
222051,116,45,67
222148,97,33,56
222198,50,13,33
222246,48,12,35
222318,72,24,45
222354,36,8,26
222423,69,21,39
222469,46,10,31
222512,43,10,28
222637,125,49,69
222697,60,17,39
222784,87,30,51
222828,44,12,31
222886,58,16,36
222964,78,26,50
223100,136,52,78
223178,78,27,48
223301,123,47,69
223363,62,18,39
223406,43,11,31
223475,69,22,44
223543,68,19,41
223689,146,57,83
223734,45,11,29
223859,125,48,72
223953,94,33,52
224005,52,16,36
224086,81,26,50
224188,102,36,58
224274,86,29,52
224407,133,49,73
224547,140,52,75
224697,150,57,81
224806,109,40,62
224854,48,12,33
224920,66,21,42
225004,84,27,48
225195,191,76,102
225334,139,53,78
225395,61,19,41
225457,62,20,39
225546,89,30,52
225587,41,11,29
225677,90,30,51
225723,46,12,31
225784,61,18,41
225930,146,54,77
226028,98,32,56
226114,86,31,50
226217,103,37,61
226269,52,14,35
226300,31,4,24
226363,63,19,37
226421,58,17,37
226514,93,33,56
226585,71,23,43
226679,94,34,57
226731,52,15,35
226779,48,14,33
226819,40,9,27
226957,138,55,75
227050,93,31,54
227153,103,38,61
227203,50,14,35
227244,41,9,30
227304,60,18,39
227406,102,37,61
227483,77,27,48
227534,51,13,34
227571,37,8,28
227650,79,27,49
227753,103,37,62
227871,118,43,67
227937,66,19,39
228006,69,21,43
228062,56,14,37
228150,88,29,53
228224,74,25,45
228351,127,47,75
228413,62,17,38
228471,58,19,38
228526,55,16,37
228623,97,32,55
228741,118,44,69
228770,29,4,24
228841,71,23,46
228892,51,12,31
228969,77,26,46
229025,56,15,36
229106,81,27,45
229153,47,11,31
229351,198,79,109
229432,81,28,48
229560,128,48,73
229611,51,15,35
229700,89,29,53
229896,196,77,105
229935,39,9,28
230051,116,46,66
230113,62,18,38
230179,66,21,43
230233,54,15,37
230312,79,25,46
230395,83,29,48
230490,95,33,58
230603,113,42,63
230780,177,71,97
230859,79,24,47
231009,150,55,83
231120,111,38,62
231262,142,52,78
231303,41,10,30
231336,33,6,26
231381,45,12,31
231438,57,16,37
231502,64,20,39
231643,141,54,81
231679,36,6,27
231724,45,13,31
231788,64,20,43
231847,59,18,39
231897,50,13,32
232019,122,42,66
232092,73,25,45
232152,60,18,37
232204,52,13,34
232306,102,37,58
232395,89,31,54
232479,84,25,51
232565,86,30,50
232605,40,10,28
232685,80,29,48
232833,148,55,81
232909,76,24,45
232987,78,25,46
233048,61,18,39
233195,147,59,82
233313,118,44,65
233373,60,19,39
233442,69,21,46
233654,212,86,115
233789,135,47,71
233863,74,24,45
233970,107,39,59
234032,62,18,42
234138,106,40,64
234221,83,26,49
234312,91,31,54
234372,60,19,39
234502,130,50,73
234578,76,22,45
234609,31,6,24
234718,109,37,61
234746,28,5,23
234893,147,57,81
234924,31,6,24
234962,38,7,28
235052,90,32,54
235159,107,38,61
235297,138,52,79
235384,87,31,51
235443,59,18,39
235492,49,12,34
235527,35,7,27
235587,60,20,39
235725,138,53,77
235791,66,20,43
235905,114,39,63
236010,105,36,63
236102,92,31,54
236183,81,28,46
236251,68,21,45
236338,87,28,48
236422,84,30,50
236531,109,40,62
236582,51,13,33
236654,72,22,46
236697,43,11,30
236818,121,44,71
236907,89,29,50
237123,216,85,112
237221,98,34,54
237351,130,46,71
237402,51,12,33
237492,90,30,53
237544,52,14,32
237606,62,19,40
237828,222,88,115
237920,92,32,51
238004,84,29,51
238074,70,24,42
238157,83,28,51
238200,43,11,30
238343,143,53,77
238396,53,14,35
238453,57,17,37
238539,86,30,53
238603,64,18,41
238666,63,18,40
238702,36,8,28
238839,137,50,77
238877,38,7,27
238960,83,26,48
238989,29,3,22
239051,62,20,38
239126,75,26,47
239214,88,30,53
239248,34,8,26
239304,56,17,37
239419,115,41,65
239510,91,28,52
239562,52,15,34
239674,112,41,65
239725,51,13,33
239811,86,29,53
239917,106,38,60
239956,39,8,28
240022,66,20,42
240076,54,14,36
240200,124,45,68
240307,107,40,64
240375,68,22,41
240444,69,22,42
240546,102,38,61
240598,52,15,34
240690,92,31,51
240818,128,50,74
240927,109,39,62
241011,84,29,54
241068,57,17,38
241166,98,35,58
241275,109,41,64
241301,26,2,21
241327,26,3,23
241491,164,66,91
241610,119,42,65
241724,114,43,65
241770,46,11,32
241855,85,28,50
241903,48,14,34
241950,47,10,32
242050,100,35,57
242098,48,13,31
242208,110,40,61
242364,156,59,83
242525,161,59,85
242576,51,14,35
242638,62,20,40
242699,61,19,41
242740,41,9,29
242808,68,21,43
242938,130,53,73
242986,48,13,33
243034,48,12,32
243139,105,38,59
243263,124,48,71
243302,39,8,30
243349,47,12,32
243390,41,10,28
243460,70,23,44
243538,78,26,47
243618,80,27,47
243704,86,28,52
243801,97,34,56
243892,91,30,52
244011,119,44,70
244066,55,17,35
244171,105,38,57
244296,125,49,69
244358,62,18,40
244421,63,20,40
244514,93,33,55
244554,40,9,29
244637,83,27,50
244698,61,18,40
244771,73,23,44
244842,71,20,43
244923,81,28,49
244988,65,20,42
245059,71,21,46
245202,143,52,78
245287,85,29,52
245371,84,26,51
245411,40,9,29
245513,102,36,62
245617,104,36,60
245682,65,20,41
245852,170,66,90
245934,82,27,49
246008,74,23,46
246092,84,29,47
246144,52,15,34
246281,137,51,77
246488,207,81,114
246542,54,15,37
246586,44,10,32
246703,117,42,66
246788,85,31,51
246863,75,22,46
246966,103,38,61
247031,65,20,42
247086,55,17,37
247132,46,11,31
247188,56,16,35
247228,40,9,27
247277,49,13,34
247312,35,7,27
247396,84,29,50
247454,58,17,37
247483,29,5,23
247595,112,41,66
247691,96,32,56
247767,76,22,44
247808,41,9,30
247860,52,13,35
247896,36,7,26
247962,66,21,43
248077,115,37,60
248140,63,21,40
248191,51,13,33
248235,44,11,32
248352,117,41,67
248433,81,28,50
248643,210,88,113
248853,210,76,112
248948,95,36,57
249016,68,19,41
249124,108,40,62
249190,66,22,42
249231,41,9,27
249359,128,44,74
249452,93,32,55
249549,97,32,55
249649,100,33,53
249706,57,17,39
249827,121,45,69
249874,47,12,32
249931,57,15,37
249993,62,18,39
250037,44,11,31
250203,166,67,91
250296,93,34,55
250328,32,6,26
250536,208,81,108
250587,51,13,34
250661,74,23,46
250723,62,19,40
250811,88,29,52
250860,49,12,34
250937,77,24,46
251029,92,32,54
251088,59,17,39
251163,75,25,46
251223,60,18,38
251253,30,5,23
251328,75,25,46
251412,84,28,51
251472,60,16,37
251549,77,25,47
251856,307,125,160
251895,39,8,28
251979,84,29,50
252006,27,4,22
252093,87,28,49
252141,48,13,33
252226,85,29,51
252303,77,23,46
252383,80,26,47
252512,129,48,71
252605,93,34,57
252651,46,11,32
252766,115,44,68
252874,108,40,60
252975,101,37,61
253045,70,23,43
253181,136,50,76
253260,79,25,50
253291,31,6,24
253377,86,31,52
253435,58,16,38
253520,85,27,48
253650,130,51,76
253749,99,33,55
253821,72,23,44
253956,135,53,75
254174,218,87,115
254267,93,32,53
254382,115,43,66
254507,125,48,72
254619,112,41,62
254666,47,12,33
254734,68,19,40
254770,36,6,26
254875,105,38,62
254922,47,11,34
254990,68,21,43
255046,56,17,37
255091,45,12,32
255320,229,93,123
255428,108,37,59
255503,75,24,44
255590,87,30,51
255664,74,24,46
255734,70,24,42
255790,56,17,36
255848,58,15,38
255911,63,19,37
255981,70,21,45
256158,177,69,95
256277,119,42,65
256364,87,30,50
256423,59,17,38
256504,81,30,49
256650,146,56,82
256729,79,25,47
256820,91,32,53
256875,55,17,37
257053,178,69,98
257137,84,28,50
257254,117,45,66
257325,71,22,43
257431,106,38,61
257517,86,29,51
257614,97,34,56
257716,102,35,59
257903,187,73,100
257971,68,22,42
258065,94,34,57
258099,34,6,27
258147,48,12,32
258214,67,22,41
258328,114,43,67
258396,68,22,42
258461,65,20,41
258518,57,16,37
258587,69,20,41
258656,69,23,44
258762,106,39,62
258818,56,15,37
258891,73,23,44
258948,57,17,37
258991,43,10,32
259034,43,10,30
259153,119,43,65
259215,62,18,41
259245,30,4,24
259438,193,81,107
259505,67,21,43
259608,103,34,58
259662,54,15,35
259707,45,10,32
259770,63,19,41
259839,69,22,46
259910,71,23,44
260038,128,48,67
260121,83,28,51
260269,148,58,85
260357,88,29,53
260515,158,58,87
260568,53,13,36
260624,56,15,38
260804,180,72,96
260850,46,11,34
260898,48,14,32
260973,75,23,45
261023,50,14,34
261132,109,41,64
261229,97,35,57
261306,77,26,45
261360,54,16,36
261446,86,27,49
261522,76,26,45
261550,28,4,24
261685,135,51,73
261753,68,21,42
261811,58,17,39
261931,120,44,68
261972,41,10,29
262010,38,8,28
262092,82,27,50
262158,66,18,38
262231,73,23,43
262319,88,28,51
262385,66,22,42
262545,160,61,84
262646,101,35,60
262756,110,42,63
262822,66,21,42
262950,128,48,72
262993,43,11,31
263089,96,34,56
263168,79,26,47
263224,56,14,34
263263,39,9,28
263346,83,29,52
263522,176,67,90
263612,90,29,52
263677,65,19,40
263712,35,6,27
263741,29,4,22
263841,100,37,57
263907,66,21,41
264072,165,63,88
264221,149,58,81
264299,78,23,44
264403,104,37,62
264520,117,42,68
264585,65,19,41
264675,90,28,53
264793,118,45,70
264868,75,23,45
264949,81,29,48
265066,117,44,65
265121,55,14,36
265195,74,25,46
265275,80,28,51
265350,75,24,44
265390,40,10,29
265451,61,17,42
265528,77,25,47
265628,100,37,58
265702,74,24,44
265905,203,81,108
265997,92,33,54
266070,73,23,45
266173,103,37,59
266321,148,57,80
266373,52,16,34
266539,166,66,92
266607,68,22,42
266689,82,28,49
266822,133,50,73
266897,75,23,45
266941,44,8,29
267016,75,21,43
267214,198,74,106
267439,225,91,115
267484,45,11,32
267536,52,14,33
267608,72,24,44
267689,81,25,49
267835,146,55,81
267962,127,50,71
268035,73,24,45
268364,329,139,170
268474,110,38,65
268526,52,13,32
268631,105,38,59
268719,88,32,54
268815,96,33,59
268859,44,11,31
268917,58,17,37
268983,66,21,42
269091,108,40,62
269186,95,34,54
269316,130,48,71
269444,128,49,73
269507,63,17,39
269540,33,6,26
269588,48,12,34
269642,54,16,35
269754,112,42,66
269956,202,80,102
269998,42,11,29
270134,136,53,75
270212,78,25,51
270327,115,43,65
270434,107,40,60
270511,77,25,45
270615,104,37,62
270692,77,25,45
270865,173,65,92
270923,58,17,38
271000,77,25,47
271033,33,6,26
271083,50,12,32
271143,60,17,39
271192,49,13,34
271241,49,12,32
271296,55,15,35
271343,47,11,32
271397,54,13,34
271445,48,13,34
271525,80,26,48
271640,115,41,64
271718,78,26,48
271770,52,14,35
271821,51,14,35
271877,56,15,35
271918,41,9,29
271986,68,21,41
272072,86,29,53
272182,110,40,63
272285,103,34,59
272392,107,39,65
272454,62,19,40
272497,43,11,32
272609,112,40,63
272659,50,13,35
272787,128,47,68
272830,43,11,30
272977,147,56,81
273016,39,9,28
273160,144,53,80
273219,59,16,37
273302,83,26,47
273344,42,10,30
273465,121,43,70
273616,151,60,86
273672,56,16,37
273729,57,16,39
273809,80,27,47
273871,62,19,40
273925,54,15,36
274009,84,31,49
274151,142,55,81
274251,100,35,59
274325,74,24,46
274414,89,32,53
274464,50,15,33
274524,60,18,40
274601,77,23,44
274667,66,20,42
274760,93,32,55
274925,165,64,90
275001,76,24,47
275091,90,31,53
275123,32,5,24
275285,162,66,86
275416,131,51,74
275484,68,21,40
275554,70,21,46
275654,100,33,55
275771,117,41,68
275835,64,20,39
275895,60,18,37
275972,77,28,47
276058,86,29,54
276178,120,44,67
276217,39,8,29
276303,86,30,51
276358,55,14,35
276467,109,40,64
276581,114,44,67
276634,53,14,35
276723,89,31,51
276763,40,9,30
276837,74,23,45
276977,140,54,78
277057,80,26,48
277204,147,58,84
277290,86,29,52
277331,41,8,29
277473,142,55,80
277637,164,62,91
277689,52,14,35
277757,68,21,42
277839,82,26,49
277945,106,37,59
278056,111,38,62
278160,104,37,58
278224,64,18,41
278319,95,32,56
278388,69,21,43
278456,68,21,42
278520,64,18,40
278568,48,12,33
278620,52,13,36
278669,49,14,33
278881,212,80,111
278956,75,25,47
279059,103,40,60
279100,41,9,32
279165,65,20,42
279267,102,36,60
279391,124,44,68
279500,109,39,63
279552,52,13,32
279590,38,8,28
279683,93,34,54
279736,53,14,34
279822,86,28,52
279913,91,32,55
279964,51,14,35
279996,32,4,25
280145,149,58,82
280206,61,18,38
280279,73,23,44
280373,94,33,55
280544,171,65,93
280682,138,51,76
280719,37,7,26
280828,109,39,64
280864,36,8,28
280912,48,14,33
280962,50,12,32
281041,79,25,46
281087,46,11,32
281153,66,21,39
281268,115,40,65
281415,147,54,79
281525,110,39,65
281593,68,22,40
281669,76,26,46
281751,82,27,48
281822,71,23,42
281886,64,18,40
282015,129,49,75
282082,67,21,42
282169,87,29,53
282241,72,25,43
282289,48,12,33
282343,54,16,36
282481,138,53,76
282533,52,13,36
282603,70,23,43
282660,57,17,39
282837,177,67,98
282886,49,14,32
283021,135,48,71
283061,40,9,29
283179,118,44,68
283261,82,29,51
283331,70,23,44
283404,73,24,46
283443,39,10,29
283532,89,31,53
283601,69,23,44
283632,31,5,23
283683,51,15,35
283794,111,40,67
283841,47,11,31
283911,70,21,44
283952,41,10,31
284107,155,61,85
284203,96,36,55
284363,160,65,88
284413,50,13,34
284462,49,14,32
284567,105,39,62
284617,50,12,35
284741,124,49,71
285099,358,153,184
285138,39,8,29
285231,93,32,58
285321,90,31,54
285413,92,33,55
285471,58,16,38
285599,128,47,71
285727,128,46,69
285792,65,20,40
285835,43,9,30
285958,123,45,69
286002,44,12,31
286095,93,30,55
286174,79,27,48
286249,75,25,48
286298,49,9,31
286384,86,32,51
286467,83,27,50
286535,68,22,45
286656,121,45,68
286698,42,10,29
286771,73,23,41
286860,89,31,53
286981,121,42,67
287058,77,24,45
287122,64,17,38
287185,63,18,39
287244,59,16,36
287326,82,29,47
287398,72,24,46
287507,109,38,61
287569,62,17,38
287636,67,22,43
287695,59,18,39
287811,116,43,67
287840,29,4,24
287923,83,27,50
287992,69,22,44
288041,49,12,33
288121,80,26,50
288280,159,59,88
288332,52,14,35
288448,116,44,67
288531,83,30,52
288575,44,11,31
288622,47,11,32
288690,68,23,43
288819,129,48,72
288873,54,16,35
288914,41,8,29
288956,42,11,29
289028,72,24,44
289142,114,42,65
289243,101,35,58
289305,62,18,38
289439,134,52,76
289520,81,28,48
289595,75,25,46
289758,163,64,87
289826,68,23,42
290026,200,80,106
290084,58,19,37
290132,48,12,33
290228,96,32,57
290317,89,31,52
290361,44,11,32
290475,114,45,68
290586,111,38,61
290802,216,86,117
290891,89,27,51
290928,37,8,28
290993,65,19,37
291139,146,55,83
291208,69,21,42
291279,71,25,45
291449,170,66,94
291497,48,12,31
291752,255,107,134
291851,99,35,55
291898,47,10,30
292061,163,62,89
292094,33,6,26
292149,55,16,37
292208,59,16,38
292318,110,40,62
292401,83,31,51
292451,50,14,33
292565,114,40,62
292683,118,44,67
292781,98,35,56
292856,75,24,47
292923,67,20,43
293025,102,33,56
293115,90,31,53
293203,88,32,53
293419,216,87,116
293516,97,36,57
293652,136,53,76
293749,97,34,58
293830,81,28,47
293968,138,52,75
294055,87,31,50
294141,86,30,51
294193,52,14,35
294326,133,50,73
294447,121,45,67
294543,96,35,55
294613,70,20,42
294659,46,12,33
294735,76,24,47
294813,78,25,44
294897,84,30,50
294939,42,10,30
295102,163,65,87
295164,62,18,40
295275,111,41,61
295329,54,15,34
295381,52,14,34
295509,128,48,70
295635,126,46,72
295850,215,86,109
295890,40,10,28
295965,75,25,47
296029,64,18,40
296088,59,18,37
296135,47,11,33
296213,78,25,47
296315,102,36,59
296445,130,49,76
296552,107,38,63
296695,143,52,78
296729,34,7,27
296777,48,14,33
296828,51,13,34
296895,67,20,43
297009,114,42,64
297077,68,19,40
297149,72,21,44
297295,146,51,78
297364,69,19,45
297426,62,19,40
297480,54,16,34
297610,130,49,71
297677,67,23,41
297780,103,37,58
297892,112,42,64
297953,61,15,36
297998,45,11,30
298115,117,41,65
298220,105,40,59
298284,64,20,42
298333,49,12,33
298365,32,7,25
298412,47,12,33
298450,38,8,28
298500,50,13,34
298588,88,30,51
298686,98,34,54
298743,57,16,38
298970,227,89,118
299194,224,90,120
299420,226,91,122
299500,80,26,46
299574,74,26,47
299769,195,71,103
299822,53,13,34
299999,177,70,99
300095,96,34,57
300138,43,10,30
300186,48,12,32
300240,54,15,35
300393,153,55,84
300471,78,28,47
300541,70,24,45
300602,61,19,41
300670,68,22,43
300784,114,43,65
300833,49,14,33
300967,134,50,74
301003,36,8,27
301121,118,44,66
301223,102,36,58
301309,86,31,51
301379,70,22,43
301484,105,36,60
301534,50,12,32
301623,89,28,51
301727,104,36,60
301798,71,24,45
301834,36,7,27
301976,142,55,78
302018,42,11,29
302070,52,15,36
302131,61,18,40
302166,35,6,28
302249,83,30,49
302279,30,4,23
302320,41,8,28
302383,63,20,41
302466,83,28,49
302578,112,41,63
302654,76,25,46
302736,82,28,48
302794,58,18,37
302859,65,21,42
302910,51,15,33
302996,86,29,52
303071,75,24,47
303126,55,14,37
303291,165,64,91
303377,86,32,50
303460,83,27,48
303570,110,39,61
303632,62,18,39
303771,139,56,79
303828,57,17,36
303893,65,20,41
303965,72,23,47
304091,126,44,68
304213,122,45,67
304315,102,37,59
304346,31,5,24
304430,84,30,52
304529,99,35,55
304653,124,45,68
304730,77,24,46
304793,63,17,38
304827,34,6,27
304879,52,13,31
304990,111,40,64
305041,51,13,35
305090,49,14,33
305177,87,28,55
305275,98,32,57
305357,82,29,50
305515,158,62,86
305653,138,52,80
305730,77,26,46
305773,43,9,31
305866,93,35,55
305933,67,20,40
306046,113,41,62
306159,113,40,64
306285,126,47,71
306338,53,16,34
306404,66,19,41
306471,67,19,41
306603,132,48,77
306753,150,59,82
306839,86,27,54
306907,68,21,42
307005,98,32,59
307100,95,34,55
307173,73,21,42
307360,187,73,99
307508,148,58,80
307647,139,54,77
307813,166,65,89
307855,42,12,30
307984,129,49,72
308056,72,24,44
308132,76,27,48
308291,159,62,86
308456,165,64,93
308506,50,15,34
308640,134,48,72
308714,74,24,47
308816,102,39,59
308911,95,33,54
308951,40,8,30
309100,149,58,82
309156,56,15,38
309204,48,12,33
309340,136,51,74
309405,65,20,42
309466,61,19,41
309523,57,17,38
309591,68,19,42
309699,108,35,63
309822,123,45,72
309909,87,28,50
309947,38,7,26
310003,56,17,38
310064,61,18,37
310144,80,26,48
310242,98,34,59
310373,131,48,74
310474,101,35,57
310535,61,18,39
310568,33,6,26
310647,79,27,48
310905,258,106,137
310979,74,23,44
311043,64,21,42
311109,66,17,39
311206,97,30,55
311283,77,23,46
311372,89,31,54
311429,57,16,35
311569,140,50,74
311675,106,39,59
311777,102,39,61
311810,33,4,24
311872,62,16,37
311920,48,12,33
312001,81,29,50
312100,99,37,60
312131,31,4,23
312198,67,23,42
312287,89,31,52
312341,54,15,36
312389,48,13,33
312508,119,44,69
312579,71,22,43
312669,90,30,52
312739,70,22,44
312869,130,49,73
312980,111,41,64
313042,62,19,39
313149,107,39,61
313270,121,44,72
313394,124,47,70
313495,101,36,60
313552,57,16,37
313659,107,39,62
313712,53,13,35
313806,94,30,53
313854,48,13,32
314076,222,91,118
314129,53,14,35
314210,81,28,47
314261,51,13,33
314393,132,51,78
314439,46,12,32
314550,111,41,63
314602,52,14,35
314650,48,14,32
314710,60,17,36
314841,131,49,74
314883,42,9,30
314955,72,24,45
315031,76,22,42
